datetime,open,high,low,close,volume,trade_count
2025-03-01 00:00:00,1.0375,1.0375,1.0374,1.0374,4495.5,18
2025-03-01 00:02:00,1.0375,1.0375,1.0374,1.0374,12490.0,37
2025-03-01 00:04:00,1.0375,1.0375,1.0374,1.0375,8225.3,17
2025-03-01 00:06:00,1.0374,1.0375,1.0374,1.0375,11785.6,36
2025-03-01 00:08:00,1.0374,1.0375,1.0374,1.0375,11230.9,33
2025-03-01 00:10:00,1.0375,1.0375,1.0374,1.0375,16739.4,40
2025-03-01 00:12:00,1.0374,1.0375,1.0374,1.0374,7775.5,21
2025-03-01 00:14:00,1.0374,1.0375,1.0374,1.0374,3516.5,23
2025-03-01 00:16:00,1.0374,1.0375,1.0374,1.0375,8614.4,41
2025-03-01 00:18:00,1.0374,1.0375,1.0374,1.0375,14311.8,39
2025-03-01 00:20:00,1.0374,1.0375,1.0374,1.0374,5593.8,26
2025-03-01 00:22:00,1.0374,1.0375,1.0374,1.0374,6558.599999999999,31
2025-03-01 00:24:00,1.0374,1.0375,1.0374,1.0374,10180.800000000001,40
2025-03-01 00:26:00,1.0375,1.0375,1.0374,1.0374,28338.8,31
2025-03-01 00:28:00,1.0374,1.0375,1.0374,1.0374,23438.399999999998,45
2025-03-01 00:30:00,1.0374,1.0375,1.0374,1.0375,52864.5,208
2025-03-01 00:32:00,1.0374,1.0375,1.0374,1.0375,13678.8,46
2025-03-01 00:34:00,1.0375,1.0375,1.0374,1.0375,32076.6,48
2025-03-01 00:36:00,1.0375,1.0375,1.0374,1.0375,11168.1,27
2025-03-01 00:38:00,1.0375,1.0375,1.0374,1.0375,5918.5,19
2025-03-01 00:40:00,1.0375,1.0375,1.0374,1.0375,2554.7,18
2025-03-01 00:42:00,1.0375,1.0375,1.0374,1.0374,7366.8,33
2025-03-01 00:44:00,1.0375,1.0375,1.0374,1.0375,3832.9,21
2025-03-01 00:46:00,1.0374,1.0375,1.0374,1.0375,4936.4,29
2025-03-01 00:48:00,1.0374,1.0375,1.0374,1.0374,12151.0,25
