datetime,open,high,low,close,volume,trade_count
2025-08-01 00:00:00,1.1418,1.1418,1.1412,1.1412,4488.4,34
2025-08-01 00:02:00,1.1412,1.1418,1.1412,1.1417,10834.6,60
2025-08-01 00:04:00,1.1417,1.1418,1.1413,1.1416,8948.0,48
2025-08-01 00:06:00,1.1416,1.1417,1.1414,1.1414,23736.2,72
2025-08-01 00:08:00,1.1415,1.1416,1.1414,1.1414,19586.300000000003,37
2025-08-01 00:10:00,1.1414,1.1417,1.1412,1.1416,238823.19999999998,250
2025-08-01 00:12:00,1.1416,1.1416,1.1413,1.1416,127922.09999999999,321
2025-08-01 00:14:00,1.1416,1.1417,1.1414,1.1415,27037.2,49
2025-08-01 00:16:00,1.1415,1.1419,1.1415,1.1417,76886.2,105
2025-08-01 00:18:00,1.1418,1.1418,1.1414,1.1416,36842.9,70
2025-08-01 00:20:00,1.1418,1.1419,1.1415,1.1417,18267.7,53
2025-08-01 00:22:00,1.1415,1.1419,1.1415,1.1419,16265.9,27
2025-08-01 00:24:00,1.1418,1.1418,1.1416,1.1416,6661.2,25
2025-08-01 00:26:00,1.1416,1.1419,1.1414,1.1416,31391.9,45
2025-08-01 00:28:00,1.1417,1.1418,1.1417,1.1418,26974.100000000002,43
2025-08-01 00:30:00,1.1418,1.142,1.1417,1.142,36991.1,144
2025-08-01 00:32:00,1.1418,1.1419,1.1417,1.1417,23140.1,45
2025-08-01 00:34:00,1.1417,1.1419,1.1417,1.1418,19168.8,57
2025-08-01 00:36:00,1.1418,1.142,1.1418,1.1418,15755.3,29
2025-08-01 00:38:00,1.142,1.142,1.1418,1.142,13713.900000000001,16
2025-08-01 00:40:00,1.1419,1.1419,1.1419,1.1419,7364.0,20
2025-08-01 00:42:00,1.1421,1.1421,1.1419,1.1421,18553.9,62
2025-08-01 00:44:00,1.1421,1.1423,1.142,1.1421,28120.5,51
2025-08-01 00:46:00,1.1421,1.1423,1.142,1.1422,49603.4,117
2025-08-01 00:48:00,1.1422,1.1424,1.1421,1.1422,30909.0,53
2025-08-01 00:50:00,1.1422,1.1423,1.1417,1.1417,267276.9,316
2025-08-01 00:52:00,1.1419,1.1419,1.1417,1.1418,44181.4,154
2025-08-01 00:54:00,1.1419,1.142,1.1416,1.1417,27364.0,70
2025-08-01 00:56:00,1.1417,1.1419,1.1417,1.1419,34566.3,48
2025-08-01 00:58:00,1.142,1.142,1.1418,1.1418,11253.1,38
2025-08-01 01:00:00,1.1418,1.1418,1.1416,1.1418,33566.1,56
2025-08-01 01:02:00,1.1418,1.1421,1.1417,1.1418,33351.8,65
2025-08-01 01:04:00,1.1417,1.1419,1.1416,1.1418,13786.9,37
2025-08-01 01:06:00,1.1418,1.1419,1.1416,1.1416,18810.7,44
2025-08-01 01:08:00,1.1415,1.1418,1.1413,1.1417,36906.2,83
2025-08-01 01:10:00,1.1416,1.1419,1.1416,1.1419,34927.7,79
2025-08-01 01:12:00,1.1418,1.1422,1.1418,1.1422,29568.1,77
2025-08-01 01:14:00,1.1422,1.1423,1.1421,1.1421,47418.7,101
2025-08-01 01:16:00,1.1421,1.1424,1.1421,1.1422,10634.7,34
2025-08-01 01:18:00,1.1423,1.1424,1.1421,1.1421,7404.5,24
2025-08-01 01:20:00,1.1421,1.1422,1.142,1.142,14294.8,31
2025-08-01 01:22:00,1.1419,1.1421,1.1417,1.1418,8804.1,39
2025-08-01 01:24:00,1.1417,1.1419,1.1417,1.1418,26055.1,62
2025-08-01 01:26:00,1.1418,1.1419,1.1415,1.1417,16922.2,38
2025-08-01 01:28:00,1.1417,1.142,1.1417,1.1419,10325.3,23
2025-08-01 01:30:00,1.142,1.1422,1.1418,1.1418,19837.1,41
2025-08-01 01:32:00,1.1417,1.1418,1.1415,1.1415,13060.6,42
2025-08-01 01:34:00,1.1416,1.1416,1.1414,1.1415,7382.2,15
2025-08-01 01:36:00,1.1415,1.1416,1.1414,1.1415,10068.8,44
2025-08-01 01:38:00,1.1414,1.1414,1.1412,1.1413,12570.099999999999,22
2025-08-01 01:40:00,1.1412,1.1412,1.1408,1.1409,10386.1,38
2025-08-01 01:42:00,1.1408,1.1409,1.1407,1.1409,9994.5,36
2025-08-01 01:44:00,1.1409,1.141,1.1407,1.1408,35222.5,58
2025-08-01 01:46:00,1.1407,1.1408,1.1404,1.1405,16333.7,50
2025-08-01 01:48:00,1.1405,1.1406,1.1404,1.1406,19457.6,36
2025-08-01 01:50:00,1.1405,1.1406,1.1402,1.1402,19457.0,72
2025-08-01 01:52:00,1.1402,1.1405,1.1402,1.1403,23984.9,58
2025-08-01 01:54:00,1.1403,1.1407,1.1402,1.1406,47519.5,70
2025-08-01 01:56:00,1.1406,1.1406,1.1403,1.1403,15972.8,54
2025-08-01 01:58:00,1.1403,1.1403,1.1402,1.1403,5197.9,24
2025-08-01 02:00:00,1.1403,1.1407,1.1403,1.1407,13655.7,78
2025-08-01 02:02:00,1.1406,1.1409,1.1405,1.1409,35954.2,60
2025-08-01 02:04:00,1.1409,1.141,1.1407,1.1408,9660.8,23
2025-08-01 02:06:00,1.1409,1.141,1.1408,1.1409,8062.8,18
2025-08-01 02:08:00,1.1409,1.141,1.1407,1.1407,17825.7,39
2025-08-01 02:10:00,1.1408,1.1409,1.1407,1.1408,26433.6,61
2025-08-01 02:12:00,1.1408,1.1411,1.1408,1.1409,31266.4,31
2025-08-01 02:14:00,1.141,1.1411,1.1409,1.1409,11501.7,32
2025-08-01 02:16:00,1.141,1.141,1.1409,1.1409,8791.7,18
2025-08-01 02:18:00,1.141,1.141,1.1407,1.1409,29028.7,82
2025-08-01 02:20:00,1.1408,1.1411,1.1407,1.141,16596.2,55
2025-08-01 02:22:00,1.1411,1.1411,1.1407,1.1408,17439.0,56
2025-08-01 02:24:00,1.1408,1.1409,1.1407,1.1408,10996.1,41
2025-08-01 02:26:00,1.1407,1.141,1.1407,1.1408,22607.3,47
2025-08-01 02:28:00,1.1409,1.141,1.1408,1.1409,8780.2,29
2025-08-01 02:30:00,1.141,1.1412,1.141,1.1411,23469.7,144
2025-08-01 02:32:00,1.1412,1.1412,1.1409,1.1409,13725.7,33
2025-08-01 02:34:00,1.1409,1.141,1.1407,1.1409,22162.1,56
2025-08-01 02:36:00,1.1409,1.1411,1.1409,1.1409,14284.3,47
2025-08-01 02:38:00,1.1409,1.1411,1.1408,1.1409,13574.8,32
2025-08-01 02:40:00,1.1409,1.1409,1.1407,1.1408,24846.1,36
2025-08-01 02:42:00,1.1407,1.1409,1.1407,1.1408,6672.4,21
2025-08-01 02:44:00,1.1408,1.1408,1.1404,1.1404,3384.9,17
2025-08-01 02:46:00,1.1403,1.1406,1.1403,1.1405,3974.7,18
2025-08-01 02:48:00,1.1405,1.1405,1.1404,1.1404,1976.1,18
2025-08-01 02:50:00,1.1405,1.1405,1.1403,1.1403,3932.9,16
2025-08-01 02:52:00,1.1403,1.1406,1.1403,1.1405,7372.3,27
2025-08-01 02:54:00,1.1405,1.1405,1.1403,1.1403,2429.4,27
2025-08-01 02:56:00,1.1404,1.1405,1.1403,1.1403,3907.3999999999996,15
2025-08-01 02:58:00,1.1404,1.1407,1.1404,1.1407,4488.1,28
2025-08-01 03:00:00,1.1407,1.1407,1.1406,1.1406,2895.4,17
2025-08-01 03:02:00,1.1407,1.1408,1.1406,1.1407,9694.5,35
2025-08-01 03:04:00,1.1408,1.141,1.1407,1.1409,3848.4,14
2025-08-01 03:06:00,1.141,1.1413,1.141,1.1411,15249.1,38
2025-08-01 03:08:00,1.1411,1.1413,1.1411,1.1411,3760.0,25
2025-08-01 03:10:00,1.1412,1.1413,1.1412,1.1412,1717.1,9
2025-08-01 03:12:00,1.1413,1.1413,1.1412,1.1413,970.0,6
2025-08-01 03:14:00,1.1413,1.1413,1.1413,1.1413,4267.5,9
2025-08-01 03:16:00,1.1413,1.1414,1.1413,1.1414,3102.4,12
2025-08-01 03:18:00,1.1414,1.1415,1.1414,1.1415,4239.6,28
2025-08-01 03:20:00,1.1415,1.1416,1.1413,1.1416,6146.2,45
2025-08-01 03:22:00,1.1415,1.1415,1.1412,1.1413,7533.1,32
2025-08-01 03:24:00,1.1413,1.1414,1.1412,1.1412,3567.7,18
2025-08-01 03:26:00,1.1414,1.1414,1.1411,1.1413,8006.9,32
2025-08-01 03:28:00,1.1413,1.1414,1.1412,1.1414,2433.9,19
2025-08-01 03:30:00,1.1414,1.1414,1.1413,1.1414,832.8,7
2025-08-01 03:32:00,1.1414,1.1414,1.1412,1.1412,4737.7,16
2025-08-01 03:34:00,1.1412,1.1412,1.1411,1.1412,1678.1,12
2025-08-01 03:36:00,1.1411,1.1411,1.1409,1.141,11429.0,62
2025-08-01 03:38:00,1.1411,1.1415,1.1409,1.1413,9003.8,62
2025-08-01 03:40:00,1.1413,1.1415,1.1413,1.1414,2994.3,17
2025-08-01 03:42:00,1.1414,1.1414,1.1414,1.1414,3079.9,15
2025-08-01 03:44:00,1.1414,1.1414,1.1413,1.1414,1378.9,12
2025-08-01 03:46:00,1.1414,1.1415,1.1414,1.1415,1556.4,16
2025-08-01 03:48:00,1.1415,1.1415,1.1414,1.1415,8753.1,27
2025-08-01 03:50:00,1.1414,1.1417,1.1414,1.1415,6865.9,36
2025-08-01 03:52:00,1.1415,1.1416,1.1414,1.1415,3711.3,24
2025-08-01 03:54:00,1.1415,1.1416,1.1414,1.1414,13288.5,42
2025-08-01 03:56:00,1.1414,1.1416,1.1414,1.1414,4129.7,26
2025-08-01 03:58:00,1.1415,1.1415,1.1413,1.1415,6710.200000000001,14
2025-08-01 04:00:00,1.1415,1.1417,1.1413,1.1414,22110.4,61
2025-08-01 04:02:00,1.1415,1.1415,1.1414,1.1415,5722.5,24
2025-08-01 04:04:00,1.1415,1.1415,1.1413,1.1415,5599.6,25
2025-08-01 04:06:00,1.1415,1.1415,1.1414,1.1415,2393.5,16
2025-08-01 04:08:00,1.1415,1.1416,1.1414,1.1416,7545.599999999999,21
2025-08-01 04:10:00,1.1415,1.1416,1.1413,1.1413,12721.2,41
2025-08-01 04:12:00,1.1416,1.1419,1.1415,1.1417,9875.3,51
2025-08-01 04:14:00,1.1417,1.1418,1.1416,1.1417,5950.0,20
