datetime,open,high,low,close,volume,trade_count
2025-11-01 00:00:00,1.155,1.1552,1.1549,1.1551,17819.6,52
2025-11-01 00:02:00,1.1551,1.1551,1.155,1.1551,4640.0,26
2025-11-01 00:04:00,1.1551,1.1551,1.1549,1.1551,6324.6,43
2025-11-01 00:06:00,1.1551,1.1551,1.155,1.155,7651.2,44
2025-11-01 00:08:00,1.155,1.1552,1.1549,1.1549,9099.5,58
2025-11-01 00:10:00,1.155,1.155,1.1549,1.1549,6303.0,35
2025-11-01 00:12:00,1.1549,1.1551,1.1549,1.1551,20889.6,52
2025-11-01 00:14:00,1.1551,1.1551,1.1549,1.155,32690.899999999998,53
2025-11-01 00:16:00,1.1549,1.1551,1.1549,1.1549,6813.9,31
2025-11-01 00:18:00,1.155,1.155,1.1549,1.1549,6313.3,25
2025-11-01 00:20:00,1.1549,1.155,1.1549,1.155,5752.8,31
2025-11-01 00:22:00,1.155,1.155,1.1545,1.1548,71467.3,154
2025-11-01 00:24:00,1.1549,1.1549,1.1547,1.1547,14098.0,31
2025-11-01 00:26:00,1.1547,1.1547,1.1546,1.1546,17478.9,34
2025-11-01 00:28:00,1.1546,1.1547,1.1546,1.1546,28142.7,23
2025-11-01 00:30:00,1.1547,1.1547,1.1546,1.1547,16484.4,99
2025-11-01 00:32:00,1.1547,1.1547,1.1546,1.1546,6551.8,27
2025-11-01 00:34:00,1.1546,1.1548,1.1546,1.1547,6172.4,28
2025-11-01 00:36:00,1.1547,1.1548,1.1546,1.1547,4259.7,22
2025-11-01 00:38:00,1.1546,1.1548,1.1546,1.1548,7173.3,37
2025-11-01 00:40:00,1.1548,1.1548,1.1546,1.1546,4872.4,26
2025-11-01 00:42:00,1.1547,1.1548,1.1546,1.1548,8812.4,39
2025-11-01 00:44:00,1.1546,1.1548,1.1546,1.1547,10187.5,40
2025-11-01 00:46:00,1.1547,1.1548,1.1546,1.1548,8386.1,43
2025-11-01 00:48:00,1.1547,1.1548,1.1546,1.1547,43561.7,93
2025-11-01 00:50:00,1.1546,1.1548,1.1546,1.1546,6118.3,31
2025-11-01 00:52:00,1.1546,1.1548,1.1546,1.1546,4837.5,32
2025-11-01 00:54:00,1.1546,1.1548,1.1546,1.1548,4189.0,23
2025-11-01 00:56:00,1.1546,1.1548,1.1546,1.1547,10010.6,27
2025-11-01 00:58:00,1.1546,1.1548,1.1546,1.1546,11507.3,38
2025-11-01 01:00:00,1.1546,1.1547,1.1545,1.1546,13523.599999999999,81
2025-11-01 01:02:00,1.1545,1.1547,1.1545,1.1547,19189.8,62
2025-11-01 01:04:00,1.1546,1.1547,1.1546,1.1547,3257.3,15
2025-11-01 01:06:00,1.1546,1.1547,1.1546,1.1546,3847.1,22
2025-11-01 01:08:00,1.1546,1.1548,1.1546,1.1547,9808.6,32
2025-11-01 01:10:00,1.1546,1.1547,1.1546,1.1546,9682.0,29
2025-11-01 01:12:00,1.1546,1.1547,1.1546,1.1547,3053.4,21
2025-11-01 01:14:00,1.1546,1.1547,1.1546,1.1546,4044.0,24
2025-11-01 01:16:00,1.1546,1.1547,1.1546,1.1547,6336.2,33
2025-11-01 01:18:00,1.1546,1.1547,1.1546,1.1547,6771.2,41
2025-11-01 01:20:00,1.1546,1.1547,1.1546,1.1546,6873.7,33
2025-11-01 01:22:00,1.1546,1.1548,1.1545,1.1547,12186.5,39
2025-11-01 01:24:00,1.1546,1.1547,1.1546,1.1546,3727.4,22
2025-11-01 01:26:00,1.1546,1.1547,1.1546,1.1546,4259.6,32
2025-11-01 01:28:00,1.1546,1.1547,1.1546,1.1547,14905.6,31
2025-11-01 01:30:00,1.1546,1.1548,1.1546,1.1547,3580.8,24
2025-11-01 01:32:00,1.1546,1.1548,1.1546,1.1548,27563.4,56
